"Story","Title","Result","Date","Stability","Duration (s)"
"creacion cliente desde el servicio","El analista de calidad verifica la respuesta del servicio de Mercado Libre","SUCCESS","2023-04-21T15:04:50.206-03:00[America/Buenos_Aires]","0.0","0.3"
