"Story","Title","Result","Date","Stability","Duration (s)"
"Ingreso de usuario","Agregar Sauce Labs Backpack al carrito por titulo","FAILURE","2023-04-21T15:04:38.136-03:00[America/Buenos_Aires]","0.0","11.34"
